Ticker,Name,Description,Price(USD),Start,End,ROI(Pct),Timezone,Duration
REP,Augur,Augur is a decentralized prediction market,11.4,2015-08-17 00:00:00,2015-10-01 00:00:00,18.6608,UTC+0,45 days 00:00:00.000000000
LSK,Lisk,It is a cryptocurrency and decentralized application platform,0.75,2016-02-22 00:00:00,2016-03-21 00:00:00,9.0516,UTC+0,28 days 00:00:00.000000000
DGD,Digix DAO,A Decentralized Autonomous Organization focused on goldtracking assets,12.25,2016-03-30 12:00:00,2016-03-30 12:00:00,2.7809,UTC+0,0 days 00:00:00.000000000
WAVES,Waves,Waves helps to make the launching and coordination of projects on blockchain very easy,0.78,2016-04-12 13:00:00,2016-05-31 13:00:00,3.1354,UTC+0,49 days 00:00:00.000000000
STRAT,Stratis,Stratis was developed to help organisations develop their own private blockchains,0.3,2016-06-21 00:00:00,2016-07-26 00:00:00,40.4598,UTC+0,35 days 00:00:00.000000000
XTO,Tao Network,Tao Network posits itself as a digital asset management system meant to be used by stakeholders in the music industry,0.03,2016-07-16 00:00:00,2016-08-15 00:00:00,1.8419999999999999,UTC+0,30 days 00:00:00.000000000
INCNT,Incent,Incent is a blockchain based loyalty program for traders especially retailers,0.15,2016-09-01 00:00:00,2016-09-01 00:00:00,2.1277,UTC+0,0 days 00:00:00.000000000
NEO,NEO,NEO is a China based smart contract Blockchain project that aims to revolutionize the way ecommerce operates,12.98,2016-08-08 00:00:00,2016-09-07 00:00:00,80.6559,UTC+0,30 days 00:00:00.000000000
BLOCKPAY,BlockPay,This is a retail platform that allows multicryptocurrency payment,0.06,2016-08-15 00:00:00,2016-09-15 00:00:00,-0.5009,UTC+0,31 days 00:00:00.000000000
1ST,FirstBlood,FirstBlood is a eSports matches and betting project,0.1,2016-09-25 00:00:00,2016-09-26 12:00:00,0.3743,UTC+0,1 days 12:00:00.000000000
ICN,Iconomi,The Iconomi platform helps users with simple methods to enter the growing distributed economy,0.19,2016-08-25 00:00:00,2016-09-26 12:00:00,0.6067,UTC+0,32 days 12:00:00.000000000
LKK,Lykke,Global market space based on blockchain,0.01,2016-10-09 06:00:00,2016-10-09 06:00:00,-0.8284999999999999,UTC+0,0 days 00:00:00.000000000
AMP,Synereo,Synereo is a decentralized and distributed social network,0.0,2016-09-18 00:00:00,2016-10-18 12:00:00,-0.988,UTC+0,30 days 12:00:00.000000000
SNGLS,SingularDTV,This is a film and television studio and also a distribution portal based on blockchain technology,0.01,2016-10-05 00:00:00,2016-10-29 12:00:00,-0.33549999999999996,UTC+0,24 days 12:00:00.000000000
NXC,Beyond The Void,Video Game in Real Time,0.0,2016-10-01 06:00:00,2016-11-01 13:00:00,0.0,UTC+0,31 days 07:00:00.000000000
DCT,Decent,Decent is a content distribution project,0.03,2016-10-10 00:00:00,2016-11-10 12:00:00,-0.7451000000000001,UTC+0,31 days 12:00:00.000000000
GNT,Golem,The Golem platform enables personal computers to perform functions traditionally reserved for servers,0.05,2016-10-13 00:00:00,2016-11-13 00:00:00,-0.5653,UTC+0,31 days 00:00:00.000000000
ARK,Ark,The Ark project aims to make cryptocurrency adoption mainstream as quickly as possible,0.22,2016-11-07 00:00:00,2016-12-12 00:00:00,21.45,UTC+0,35 days 00:00:00.000000000
VSLICE,vDice.io,Betting Game based on the Ethereum Blockchain,0.0,2016-11-15 00:00:00,2016-12-15 02:00:00,0.0,UTC+0,30 days 02:00:00.000000000
KMD,Komodo,Komodo is a decentralized ICO platform,0.93,2016-10-15 12:00:00,2016-12-16 12:00:00,41.312,UTC+0,62 days 00:00:00.000000000
Golos,Golos,Golos is open source technology bringing the power of voice media to blockchain,0.0,2016-11-22 12:00:00,2016-12-22 12:00:00,0.0,UTC+0,30 days 00:00:00.000000000
CREA,CreativeCoin,CreativeCoin for the registration and distribution of creative works and rights,0.03,2017-03-15 00:00:00,2017-01-05 00:00:00,0.0203,UTC+0,-69 days +00:00:00.000000000
WINGS,Wings,A decentralized platform for the creation management and interlinking of DAOs,0.03,2016-11-18 00:00:00,2017-01-06 00:00:00,-0.0146,UTC+0,49 days 00:00:00.000000000
TKS,Tokes,Tokes is a digital currency project for the legalization of the cannabis industry,0.06,2016-12-12 12:00:00,2017-01-16 12:00:00,-0.6545000000000001,UTC+0,35 days 00:00:00.000000000
TIME,ChronoBank,Time based currencies on multiple blockchains,1.61,2016-12-15 00:00:00,2017-02-15 13:00:00,-0.9464,UTC+0,62 days 13:00:00.000000000
QTUM,Qtum,A smart contract platform for PoS transactions,2.28,2017-03-12 00:00:00,2017-03-17 00:00:00,14.1919,UTC+0,5 days 00:00:00.000000000
EDG,Edgeless,Edgeless solves Casino transparency problems through the use of the Ethereum blockchain,0.01,2017-02-28 00:00:00,2017-03-21 00:00:00,-0.5114,UTC+0,21 days 00:00:00.000000000
RLC,iEx.ec,IeXec is a fully decentralized cloud based computing system based on Blockchain,0.75,2017-04-19 00:00:00,2017-04-19 23:59:59,1.9935,UTC+0,0 days 23:59:59.000000000
ETT,EncryptoTel,Encrypto Telecom offers solutions for secure communication over the blockchain,0.0,2017-04-24 00:00:00,2017-04-24 00:00:00,-0.9433,UTC+0,0 days 00:00:00.000000000
GNO,Gnosis,it is an Ethereumbased prediction market that works using crowdsourcing methods,15.83,2017-04-24 00:00:00,2017-04-24 11:59:59,-0.4939,UTC+0,0 days 11:59:59.000000000
MGO,MobileGo,MobileGoGameCredit is a proprietary payment gateway that allows gamers to use the tokens to buy ingame content,0.02,2017-04-25 00:00:00,2017-04-25 00:00:00,-0.9704999999999999,UTC+0,0 days 00:00:00.000000000
HMQ,Humaniq,Decentralized Banking based on blockchain,0.01,2017-04-06 00:00:00,2017-04-27 00:00:00,0.5243,UTC+0,21 days 00:00:00.000000000
LUN,Lunyr,The future of knowledge sharing that lets you earn rewards for what you know,1.01,2017-03-29 12:00:00,2017-04-27 12:00:00,-0.3714,UTC+0,29 days 00:00:00.000000000
TAAS,TaaS,TaaS is a tokenized closedend fund specifically for blockchainbased assets,0.85,2017-03-27 12:00:00,2017-04-27 12:00:00,-0.1548,UTC+0,31 days 00:00:00.000000000
BPL,BlockPool,BlockPool is a B2B blockchain solution for many industries Fintech Media  more ,0.02,2017-05-01 00:00:00,2017-05-01 00:00:00,-0.9185,UTC+0,0 days 00:00:00.000000000
TKN,TokenCard,Token Market has been setup as the platform for the future financial era,0.36,2017-05-02 12:00:00,2017-05-02 20:00:00,-0.33909999999999996,UTC+0,0 days 08:00:00.000000000
ECOB,EcoBit,EcoBit is taking charge in the fight to make the planet a safe and healthier place for us all to live in,0.02,2017-05-09 00:00:00,2017-05-09 00:00:00,1.327,UTC+0,0 days 00:00:00.000000000
BOS,BOScoin,BOScoin is a selfevolving cryptocurrency platform,0.0,2017-05-10 12:00:00,2017-05-10 12:00:00,-0.8883,UTC+0,0 days 00:00:00.000000000
BCAP,Blockchain Capital,Blockchain Capital is a venture capital firm investing in blockchain enterprises,1.93,2017-04-10 12:00:00,2017-05-10 12:00:00,0.929,UTC+0,30 days 00:00:00.000000000
ZRC,ZrCoin,ZrCoin is a blockchain project for investing in the production of an indemand industrial material,2.43,2017-05-11 00:00:00,2017-05-11 00:00:00,0.7364,UTC+0,0 days 00:00:00.000000000
AE,Aeternity,Aeternity is a new smart contract blockchain that interfaces with IoT FinTech  more,0.24,2017-05-12 13:05:00,2017-05-12 13:05:00,0.222,UTC+0,0 days 00:00:00.000000000
ETB,Ethbits,It is an easytouse secure cryptocurrency with an organization that has a futureoriented mindset,0.02,2017-04-15 12:00:00,2017-05-13 12:00:00,-0.9777,UTC+0,28 days 00:00:00.000000000
PPY,Peerplays,Peerplays is a provably fair blockchainbased gaming platform,0.49,2017-02-26 12:00:00,2017-05-14 12:00:00,-0.8942,UTC+0,77 days 00:00:00.000000000
ANT,Aragon,The Aragon platform lets a whole organization operate with the infrastracture of the blockchain technology,0.7,2017-05-17 16:00:00,2017-05-17 19:00:00,-0.2245,UTC+0,0 days 03:00:00.000000000
MCO,Monaco,Monaco is creating a cryptocurrency card with extra affordable exchange rates ,4.43,2017-05-18 09:30:00,2017-05-18 09:30:00,0.6777,UTC+0,0 days 00:00:00.000000000
SJCX,Storj,Storj is a platform allows users to store data in a secure and decentralized manner,0.06,2017-05-19 00:00:00,2017-05-19 00:00:00,-0.7903,UTC+0,0 days 00:00:00.000000000
CVCOIN,Crypviser,Crypviser is an encrypted network for business and social on the Blockchain technology,0.06,2017-05-20 00:00:00,2017-05-20 00:00:00,-0.8442000000000001,UTC+0,0 days 00:00:00.000000000
QRL,Quantum RL ,The Quantum Resistant Ledger QRL is new technology which is resistant to hacking by quantum computers,0.14,2017-05-01 12:00:00,2017-05-24 12:00:00,1.15,UTC+0,23 days 00:00:00.000000000
PING,CryptoPing,CryptoPing is a real time altcoins trading intelligence chatbot as a service,0.06,2017-05-25 00:00:00,2017-05-25 00:00:00,-0.802,UTC+0,0 days 00:00:00.000000000
ADL,Adelphoi,Adel is a selfsustaining cryptocurrency system,0.0,2017-05-01 12:00:00,2017-05-25 12:00:00,-0.8637,UTC+0,24 days 00:00:00.000000000
VERI,Veritaseum,Veritaseum is a smart contractsbased peertopeer wallet interface,17.16,2017-04-25 12:00:00,2017-05-26 12:00:00,0.43,UTC+0,31 days 00:00:00.000000000
MYST,Mysterium,Mysterium is an open sourced network that enables anyone to rent out their unused network traffic,0.05,2017-05-30 13:00:00,2017-05-30 21:00:00,-0.9488,UTC+0,0 days 08:00:00.000000000
EON,Exscudo,Exscudos main goal is to integrate cryptocurrencies into the traditional financial,0.0,2017-04-25 00:00:00,2017-05-31 00:00:00,0.0,UTC+0,36 days 00:00:00.000000000
PTOY,Patientory,Patientory is a distributed electronic medical record storage computing platform on the blockchain ,0.01,2017-05-31 00:00:00,2017-05-31 00:00:00,-0.9518000000000001,UTC+0,0 days 00:00:00.000000000
BAT,Basic Attention Token,Basic Attention Token is bringing blockchain technology to digital advertising,0.25,2017-05-31 12:00:00,2017-05-31 12:00:00,-0.318,UTC+0,0 days 00:00:00.000000000
WGR,Wagerr,Wagerr is a decentralized sportsbook that changes the way the world bets on sports,0.07,2017-06-01 00:00:00,2017-06-01 00:00:00,0.18960000000000002,UTC+0,0 days 00:00:00.000000000
NVST,NVO,NVO is building a crossplatform modular decentralized exchange,0.45,2017-06-01 00:00:00,2017-06-01 00:00:00,0.652,UTC+0,0 days 00:00:00.000000000
XID,Sphre,SphreAir is a smart contract based platform for the secure management and monetisation of digital identities,0.05,2017-06-01 00:00:00,2017-06-01 00:00:00,-0.7408,UTC+0,0 days 00:00:00.000000000
DRP,Dcorp,Dcorp is an autonomous organization system based on a smartcontract blockchain solution,0.25,2017-06-01 00:00:00,2017-06-01 00:00:00,-0.6731999999999999,UTC+0,0 days 00:00:00.000000000
WTT,GigaWatt,Giga Watt facilitys distinctive infrastructure consists of numerous independent mining units ,0.03,2017-06-02 00:00:00,2017-06-02 00:00:00,-0.9722,UTC+0,0 days 00:00:00.000000000
VSM,Voise,A platform that levels the playing field for all musicians,6.54,2017-05-06 00:00:00,2017-06-06 00:00:00,2.6938,UTC+0,31 days 00:00:00.000000000
OMG,Omise GO,Omise GO is a blockchain wallet solution built on the Ethereum platform for payments rewards points and much more,1.0,2017-06-07 00:00:00,2017-06-07 00:05:00,2.633,UTC+0,0 days 00:05:00.000000000
BNT,Bancor,The Bancor protocol allows anyone to easily create completely liquid smart tokens,0.32,2017-06-12 00:00:00,2017-06-12 00:00:00,-0.9168999999999999,UTC+0,0 days 00:00:00.000000000
FYN,Katalyse,FundYourselfNow is a platform that will allow project creators raise funds for projects without the need of technical cryptocurrency knowledge,0.17,2017-06-13 00:00:00,2017-06-13 00:01:00,0.0958,UTC+0,0 days 00:01:00.000000000
MNX,Minexcoin,MinexCoin is a global payments system based on a low volatility cryptocurrency which is a part of Minex ecosystem,0.07,2017-05-15 00:00:00,2017-06-14 00:00:00,-0.9947,UTC+0,30 days 00:00:00.000000000
CMP,Compcoin,Compcoin is an investment system that uses AI  blockchain,12.24,2017-06-14 00:00:00,2017-06-14 00:00:00,0.02,UTC+0,0 days 00:00:00.000000000
SNM,SONM,SONM is a decentralized worldwide fog computer for any general purpose computing from site hosting to scientific calculations,0.01,2017-06-15 00:00:00,2017-06-15 00:00:00,-0.8198000000000001,UTC+0,0 days 00:00:00.000000000
SNT,Status,Status is a browser app and messenger gateway to a decentralized world,0.01,2017-06-17 00:00:00,2017-06-17 00:00:00,-0.6411,UTC+0,0 days 00:00:00.000000000
21MCoin,21 Million,The first Cryptocurrencyfunded blockchain INDY TV series,0.0,2017-06-12 00:00:00,2017-06-18 00:00:00,0.0,UTC+0,6 days 00:00:00.000000000
BETH,Beth,Beth is a closedend fund focused on applying deep learning research combined with financial expertise,0.0,2017-06-05 00:00:00,2017-06-20 00:00:00,0.0,UTC+0,15 days 00:00:00.000000000
OGC,OneGram,Each coin in the OneGram blockchain is backed by 1 gram of 24k gold,0.0,2017-05-21 00:00:00,2017-06-20 00:00:00,0.0,UTC+0,30 days 00:00:00.000000000
CVC,Civic,Secure access to identity verification via the blockchain,0.04,2017-06-21 00:00:00,2017-06-21 00:00:00,-0.6027,UTC+0,0 days 00:00:00.000000000
HYBRID,Internet of Coins,Internet of Coins is a new peertopeer financial network on the blockchain,0.0,2017-03-21 00:00:00,2017-06-21 00:00:00,0.0,UTC+0,92 days 00:00:00.000000000
PBT,Primalbase,Primalbase is an offices workspace sharing platform managed on the blockchain,821.59,2017-06-26 00:00:00,2017-06-26 00:00:00,-0.8962,UTC+0,0 days 00:00:00.000000000
ADT,AdToken,Digital advertising powered by Ethereum,0.0,2017-06-26 12:00:00,2017-06-26 12:00:00,-0.8127,UTC+0,0 days 00:00:00.000000000
MYB,MyBit,MyBit is a decentralized asset management project built to add an ownership layer to the internet,0.0,2017-06-27 00:00:00,2017-06-27 00:00:00,-0.9997,UTC+0,0 days 00:00:00.000000000
BQX,Bitquence,Bitquence is making to cryptocurrency world accessible to more people and market,1.17,2017-06-28 00:00:00,2017-06-28 00:00:00,14.5703,UTC+0,0 days 00:00:00.000000000
SAN,Santiment,Santiment will analyze crypto market trends and help cryptotraders manage risk ,0.29,2017-06-30 00:00:00,2017-06-30 00:00:00,0.2792,UTC+0,0 days 00:00:00.000000000
CFI,Cofound.it,A VC Ecosystem based on blockchain technology,0.03,1970-01-01 00:00:00,2017-07-06 00:00:00,-0.7295999999999999,UTC+0,17353 days 00:00:00.000000000
MTL,Metal,The Metal project aims to transform how digital money operates,0.35,2017-06-09 12:00:00,2017-07-08 12:00:00,0.9478,UTC+0,29 days 00:00:00.000000000
IXT,InsureX,InsureX is a marketplace for insurance based on blockchain technology,0.01,2017-07-11 00:00:00,2017-07-11 00:00:00,-0.8612000000000001,UTC+0,0 days 00:00:00.000000000
XTZ,Tezos,Smart contract platform that can evolve and in theory will never need any hard forks,1.14,2017-07-01 06:00:00,2017-07-13 15:20:00,1.8602,UTC+0,12 days 09:20:00.000000000
PPT,Populous,Populous is a smart contract invoice system on the Blockchain which aims to bring added efficiency and accuracy to bookkeeping,0.55,2017-06-24 00:00:00,2017-07-24 00:00:00,1.1697,UTC+0,30 days 00:00:00.000000000
PAY,TenX,TenX develops a debit card that is connected to your blockchain assets,0.07,2017-06-24 13:00:00,2017-07-24 00:00:00,-0.915,UTC+0,29 days 11:00:00.000000000
DENT,Dent,Dent builds the global exchange for mobile data on the Blockchain and brings optimized system and platform efficiency,0.0,2017-07-12 00:00:00,2017-07-26 00:01:00,-0.5288,UTC+0,14 days 00:01:00.000000000
DNT,district0x,This is a network that creates decentralized communities and market places,0.01,2017-07-18 00:00:00,2017-08-01 11:59:59,-0.5987,UTC+0,14 days 11:59:59.000000000
STX,Stox,Stox is a prediction market platform for traders built on the Ethereum blockchain,0.01,2017-08-02 00:00:00,2017-08-02 00:00:00,-0.993,UTC+0,0 days 00:00:00.000000000
CRS,Starta,Starta Capital VC Fund created the startup investing accelerator on the Waves platform,0.81,2017-07-04 00:00:00,2017-08-03 00:00:00,-0.1891,UTC+0,30 days 00:00:00.000000000
CABS,CryptoABS,Physical assets financing platform on the Ethereum blockchain,0.0,2017-07-14 00:00:00,2017-08-04 00:00:00,0.0,UTC+0,21 days 00:00:00.000000000
SUR,Suretly,Crowd vouching platform  allows people to earn money vouching for other people who need a loan,0.71,2017-07-11 00:00:00,2017-08-11 00:00:00,-0.9652,UTC+0,31 days 00:00:00.000000000
HVN,Hive,Hive provides new financial liquidity to small businesses by leveraging blockchain technology ,0.0,2017-07-03 00:00:00,2017-08-14 00:00:00,-0.9045000000000001,UTC+0,42 days 00:00:00.000000000
XCJ,CoinJob,Decentralized platform for freelancers based on Etheruem ,0.0,2017-07-14 03:00:00,2017-08-14 03:00:00,0.0,UTC+0,31 days 00:00:00.000000000
CDT,CoinDash,CoinDash is an asset management platform for crypto investors that enables users to view other portfolios in realtime,0.01,2017-07-17 18:00:00,2017-08-17 18:00:00,-0.4978,UTC+0,31 days 00:00:00.000000000
MANA,Decentraland,This is a a blockchain based virtual reality platform,0.03,2017-08-18 00:00:00,2017-08-18 00:00:00,0.19640000000000002,UTC+0,0 days 00:00:00.000000000
ZRX,0x,0x is a protocol for a decentralized exchange of Ethereums ERC20 tokens and assets,0.3,2017-08-15 03:00:00,2017-08-20 03:00:00,5.231,UTC+0,5 days 00:00:00.000000000
RVT,Rivet,Cyber security on the blockchain The Token provides proof and assurance of security on the hardware level,0.01,2017-08-10 00:00:00,2017-08-24 00:00:00,-0.9314,UTC+0,14 days 00:00:00.000000000
ODN,Obsidian,Cryptocurrency  secure messaging platform built on the Stratis blockchain,0.0,2017-08-01 00:00:00,2017-08-26 03:00:00,-0.9818000000000001,UTC+0,25 days 03:00:00.000000000
COR,Corion Platform,Crypto platform built on Ethereum Classic with a price controlled currency,0.12,2017-06-18 00:00:00,2017-08-27 00:00:00,-0.8833,UTC+0,70 days 00:00:00.000000000
MPRM,iMPERIUM,iMPERIUM is a NOFEE sports betting platform built on the Ethereum network,0.0,2017-08-20 18:00:00,2017-08-27 18:00:00,-0.9998999999999999,UTC+0,7 days 00:00:00.000000000
XAI,AICoin,Trading cryptocurrencies with artificial intelligence technology,0.05,2017-07-17 00:00:00,2017-08-28 00:00:00,0.0,UTC+0,42 days 00:00:00.000000000
ROC,RasputinOnline Coin,The First ICO for Adult Entertainment,0.09,2017-07-20 00:00:00,2017-08-29 04:00:00,0.0,UTC+0,40 days 04:00:00.000000000
AHT,Bowhead,Bowhead is a medical instrument powered by the blockchain technology,0.06,2017-07-30 00:00:00,2017-08-31 00:00:00,-0.9146,UTC+0,32 days 00:00:00.000000000
ATB,ATB Coin,Financial platform for organizing investment assets on the blockchain,0.0,2017-07-12 00:00:00,2017-08-31 00:00:00,-0.9989,UTC+0,50 days 00:00:00.000000000
MTH,Monetha,Welcome to a proficient installment answer for dealers that empowers comprehensively trustful trade Decentralized Enabled by the Ethereum blockchain,0.0,2017-08-31 13:00:00,2017-08-31 13:18:00,0.0,UTC+3,0 days 00:18:00.000000000
BENJA,Benjacoin,Benja is a decentralized merchandise ad network ,0.01,2017-08-01 00:00:00,2017-09-01 00:00:00,0.0,UTC+0,31 days 00:00:00.000000000
TRX,Tron,Tron is a decentralized content entertainment protocol based on blockchain technology,0.02,2017-08-31 21:33:00,2017-09-02 21:34:00,9.479099999999999,UTC+0,2 days 00:01:00.000000000
ARNA,Arena,Arena is a cryptocurrency sports predication and betting system,0.0,2017-08-04 12:00:00,2017-09-04 12:00:00,0.0,UTC+0,31 days 00:00:00.000000000
SNP,Snapup,Snapup disrupts the way you buy premium products,0.0,2017-08-28 12:30:00,2017-09-04 12:30:00,0.0,UTC+2,7 days 00:00:00.000000000
FIL,FileCoin,A decentralized storage network,2.85,2017-08-10 00:00:00,2017-09-07 00:00:00,-0.42950000000000005,UTC+0,28 days 00:00:00.000000000
HBT,Hubii Network,This is a decentralized content market place based on blockchain,0.17,2017-08-24 00:00:00,2017-09-07 12:00:00,-0.13,UTC+0,14 days 12:00:00.000000000
AHT,Ahoolee,Ahoolee is the worlds first search engine for products,0.06,2017-08-28 07:00:00,2017-09-11 07:00:00,-0.6297999999999999,UTC+0,14 days 00:00:00.000000000
WILD,Wild Crypto,Merging Blockchain Technology with Lottery  eGaming,0.0,2017-09-05 08:00:00,2017-09-11 08:00:00,-0.9693999999999999,UTC+1,6 days 00:00:00.000000000
AVT,Aventus,A revolutionary global standard for a more fair secure and transparent ticketing industry,0.13,2017-09-06 12:00:00,2017-09-13 12:00:00,-0.961,UTC+0,7 days 00:00:00.000000000
DSR,Daseron,Daseron is the worlds decentralized and secure information system for selling and sharing of content,0.13,2017-08-14 12:00:00,2017-09-14 12:00:00,0.0,UTC+0,31 days 00:00:00.000000000
CSNO,BitDice,Cryptocurrency gambling  Online casino technology on the blockchain ,0.03,2017-08-15 00:00:00,2017-09-15 00:00:00,-0.7786,UTC+0,31 days 00:00:00.000000000
ICOS,ICOBox,First token which allows blockchain community to vote for the best projects to be brought to life through their own ICOs,0.14,2017-08-15 12:00:00,2017-09-15 12:00:00,-0.9956999999999999,UTC--7,31 days 00:00:00.000000000
KICK,KICKICO,KICKICO is the first already working platform for crowdfunding and crowdinvesting in cryptocurrency,0.0,2017-08-29 13:00:00,2017-09-16 18:00:00,-0.9963,UTC+0,18 days 05:00:00.000000000
UMC,Umbrella Coin,Decentralized insurance platform built on Ethereum ,0.0,2017-08-20 12:00:00,2017-09-17 12:00:00,-0.7542,UTC+0,28 days 00:00:00.000000000
KNC,Kyber Network,KyberNetwork is a system which allows the exchange and conversion of digital assets ,0.19,2017-09-15 00:00:00,2017-09-17 13:00:00,0.0,UTC+0,2 days 13:00:00.000000000
ARI,Becksang,Cryptocurrency cloud mining tools that reduces mining fees,0.0,2017-08-18 00:00:00,2017-09-18 00:00:00,0.0,UTC+0,31 days 00:00:00.000000000
DTCT,DetectorToken,DETECTOR DTCT is a bot that monitors cryptocurrency and betting markets,0.0,2017-08-20 00:00:00,2017-09-20 00:00:00,0.0,UTC+0,31 days 00:00:00.000000000
KIN,Kin,Kik one of the most popular massaging apps in the world is creating a crypto token for its ecosystem,0.0,2017-09-12 00:00:00,2017-09-26 00:00:00,-0.9439,UTC+0,14 days 00:00:00.000000000
RCC,Reality Clash,Augmented reality combat game with social features and a decentralized crypto token,0.07,2017-08-29 00:00:00,2017-09-29 00:00:00,0.0,UTC+0,31 days 00:00:00.000000000
JNT,jNet1,jNET1 is a platform that enables B2B and B2C jewelrybased transactions,0.0,2017-09-01 00:00:00,2017-09-30 00:00:00,-0.9998999999999999,UTC+3,29 days 00:00:00.000000000
LTD,Litra Coin,Litra is here to create uncontested new market space that make the competition irrelevant by decentralize Healthcare,236.0,2017-08-30 17:00:00,2017-09-30 17:00:00,236.01,UTC+0,31 days 00:00:00.000000000
AXION,AxionV,AxionV is an agile AI crypto fund that uses proprietary algorithms and complex trading methods to consistently outperform the market,0.0,2017-09-16 15:00:00,2017-09-30 23:59:59,0.0,UTC+0,14 days 08:59:59.000000000
MPX,MoneypotX,MPX is partnered with the Moneypot network to provide the fuel for a versatile webwallet gaming platform and bitcoinaltcoin exchange,0.0,2017-09-17 18:00:00,2017-09-30 23:59:59,0.0,UTC+0,13 days 05:59:59.000000000
PROFF,Prover,Technology of authenticity verification of video content,0.0,2017-09-01 00:00:00,2017-09-30 23:59:59,0.0,UTC+3,29 days 23:59:59.000000000
PST,Planes Cloud,Decentralized data marketplace,0.36,2017-09-09 20:00:00,2017-10-01 20:00:00,0.1864,UTC+0,22 days 00:00:00.000000000
LUST,Lust.agency,A decentralized sex marketplace with a goal to enable all human beings on earth to find their perfect sexual partner anonymously ,0.0,2017-08-18 03:00:00,2017-10-02 03:00:00,0.0,UTC+0,45 days 00:00:00.000000000
POWR,Power Ledger,Power Ledger is a blockchainbased peertopeer energy trading platform enabling consumers and businesses to share excess solar power with their neighbours,0.05,2017-09-08 14:00:00,2017-10-06 00:00:00,-0.4792,UTC+8,27 days 10:00:00.000000000
DRT,DomRaider,Decentralized Blockchain auctions in realtime DRT tokens,0.0,2017-09-12 08:00:00,2017-10-11 08:00:00,-0.9939,UTC+0,29 days 00:00:00.000000000
STU,BitJob,Decentralized higher education  student community blockchain project,0.0,2017-08-02 00:00:00,2017-10-13 00:00:00,-0.9799,UTC+0,72 days 00:00:00.000000000
EVC,EventChain,Solving ticketing issues for the event industry,0.0,2017-09-13 00:13:00,2017-10-14 00:13:00,-0.9954000000000001,UTC+0,31 days 00:00:00.000000000
HDG,HEDGE TOKEN,The project is establishing a platform to help investors hedge their bets,1.16,2017-09-15 10:00:00,2017-10-15 11:00:00,2.87,UTC+0,30 days 01:00:00.000000000
PRG,Paragon Coin,Bringing blockchain technology to the world of legal cannabis industry,0.03,2017-09-15 11:00:00,2017-10-15 11:00:00,-0.9743,UTC--5,30 days 00:00:00.000000000
DLT,DLS Academy,A tool that offers all you need for your professional growth and also a way to share knowledge and get paid or not,0.05,2017-09-15 18:00:00,2017-10-15 18:00:00,14.1833,UTC+0,30 days 00:00:00.000000000
EBET,Ethbet,Ethbet is a decentralized peertopeer and provablyfair Ethereumbased dicing game without a house edge,0.01,2017-09-17 20:00:00,2017-10-15 20:00:00,-0.9719,UTC+0,28 days 00:00:00.000000000
EDO,Eidoo,Fast easy and not only a Multicurrency Wallet its a Hybrid Exchange too Its Eidoo,0.3,2017-10-04 00:01:00,2017-10-16 00:01:00,-0.8709,UTC+0,12 days 00:00:00.000000000
DIGI,DIGI,Blockchain based digital goods and services,0.0,2017-09-07 12:00:00,2017-10-19 12:00:00,0.0,UTC+0,42 days 00:00:00.000000000
AIR,AirToken,Mobile internet access using advertising and microloans,0.0,2017-09-19 14:00:00,2017-10-19 14:00:00,-0.8868,UTC+0,30 days 00:00:00.000000000
LINK,ChainLink,The LINK Network provides smart contracts with data bank payments and access to APIs,0.0,2017-09-19 15:00:00,2017-10-19 15:00:00,0.0,UTC--4,30 days 00:00:00.000000000
WIL,MyWill Platform,Decentralized platform for crypto assets management in various life circumstances,0.0,2017-09-20 00:00:00,2017-10-20 23:59:59,0.0,UTC+3,30 days 23:59:59.000000000
FYP,Flyp.me,The most private accountless exchange with 50 profit sharing,0.02,2017-09-28 15:00:00,2017-10-21 15:00:00,-0.7501000000000001,UTC+0,23 days 00:00:00.000000000
COB,COBINHOOD,COBINHOOD is the worlds first ZERO Trading Fees cryptocurrency exchange with the vision to maximize traders profits,0.0,2017-09-13 09:29:00,2017-10-22 09:29:00,-0.9465,UTC+0,39 days 00:00:00.000000000
SSIO,Sex Service,A friendly sex dating service based on a blockchain Do you believe in sex,0.0,2017-09-12 23:59:59,2017-10-22 23:59:59,0.0,UTC+0,40 days 00:00:00.000000000
BKT,Bookira,Bookira is created to make the online booking process easier while reducing the risk and costs for users,0.0,2017-09-24 01:00:00,2017-10-24 01:00:00,-0.9994,UTC+0,30 days 00:00:00.000000000
VEE,BLOCKv,The foundation of the Virtual Goods Economy,0.0,2017-10-19 06:00:00,2017-10-24 06:00:00,-0.9345,UTC+0,5 days 00:00:00.000000000
CHX,CHEX,Modular marketplace supernetwork initially powering the Cannabis industry,0.0,2017-08-25 23:20:00,2017-10-24 23:20:00,0.0,UTC+0,60 days 00:00:00.000000000
KeY,KEY TOKEN,KeYtoken aims to establish the nextgeneration smartbank and a worldwide exchange network on blockchain platform,0.0,2017-09-25 12:00:00,2017-10-25 12:00:00,0.0,UTC+9,30 days 00:00:00.000000000
ASTRO,Astronaut,An asset management platform for investing in ICOs,0.36,2017-09-28 09:00:00,2017-10-25 23:00:00,-0.6446,UTC+0,27 days 14:00:00.000000000
